5,6,7,8,9,10,11,12,1
,-,,L,,,,,83
,,,,,,,-,34
,,,,,,,,35
,,,,,,,,36
,-,,,-,,-,,37
,-,,,,2 × 220,-,-,38
,,185,3-fas,50,20000/380,,"66
60",39
,-,20,,50,3000/380,2,6,40
,-,25,1-fas,50,1000/110,7,12,41
,-,25,3-fas,50,3000/380,5,14,42
,-,10,,50,3000/380,1,2,43
,4.5,400,,50,5500,,-,44
,4,365,,50,5500,,,45
,,-,L.,-,,,,46
,,,,,,,,47
,-,,,,,--,,48
,,,»,,,,,49
,,,,,,,,50
,,,,,220,-,,51
,,10,3-fas,50,10000/380,9,1100,52
,-,,L.,--,,,,53
,3.5,40,3-fas,50,10000/380,4,16,54
,,-,L.,,,-,-,55
,,,,,250,-,-,56
,-,,,,,,,57
,,-,,-,,-,-,58
,,-,,,,,,59
,,40,3-fas,50,380,1,-,60
a.,-,3 960 400,,50,6000/380,18,45,61
-,,-,L.,,,-,-,62
-,-,,,,,,,63
-,-,,,,,,,64
,-,,»,,220,,,65
v.,20,1 000,3-fas,50,30000/3000,-,,66
,-,-,,50,3000/220,4,4,67
-,,,,50,30000/220,1,,68
-,,,,50,30000/380,1,,69
,,-,,50,30000/380,1,,70
,,355,,50,30000/6000/500/110,4,-,71
- å.,,- 936,,50,30000/6000 och 30000/500/190,2,-,72
v.,12,400,»,50,40000/500/125 och 40000/10000/380,7,30,73
,,,»,50,40000/10000/380,20,60,74
-,-,,»,50,10000/380,2,7,75
-,-,-,,50,10000/380,6,18,76
V.,-,25,,50,3000/380,2,2,77
