9,10,11,19,13,14,15,16,17,18,19,1
50,20000/3000/380,,17,211,60,181,60,301,161 600,620,47
,2 × 250,,,,.,,,,,,48
,220,,,,.,,,,,,49
,2×110,,,-,,,,,,-,50
,.,,,,,,,,,-,51
