1,,en,4,5,6,7,8
47,V. Orusts el. distr .- fören.,"Morlunda, Gullholmen, Karingon, Mollösund",Ab. från Trollhätte kraft- verk,-,-,,3-fas
48,Vassbottens el. fören.,Naverstad,Vassbotten,V,,12,L
49,O. Hansson,Skee,Blomsholm,,:,16,
50,Strömstads el .- verk,Strömstad,Stadens el .- verk,» d,1.7 -,40 125,
51,A .- B. Grebbestads el .- verk|,Tanum,Grebbestad,o,,,
